CDS	sample	group	group_uncertain	strain	strain_name_plus_group	BIN	curated_gene	gene_category	gene_category_subunit	Length	GC	qGC	GC3	qGC3	CAI_genome	pCAI_genome	CAI_HiExp	pCAI_HiExp	KO	annotation_auto	EC	reference	tAI	ptAI	ntAI
2517430427	Isolated	Ia	Ia	Methylobacter_marinus_A45	Ia_Methylobacter_marinus_A45	Methylobacter_marinus_A45	pmoC1	pmo/amo	pmoC	753	0.415670651	5.618221258	0.378486056	4.685466377	0.536700463	5.032537961	0.517639847	65.18438178	K10946	methane/ammonia monooxygenase subunit C			0.370009282	92.19088937	0.87194828
2517431819	Isolated	Ia	Ia	Methylobacter_marinus_A45	Ia_Methylobacter_marinus_A45	Methylobacter_marinus_A45	pxmC	pxm	pxmC	774	0.485788114	25.70498915	0.573643411	36.61605206	0.66531186	41.17136659	0.523549918	71.80043384	K10946	methane/ammonia monooxygenase subunit C			0.354509643	76.44251627	0.835422483
2517430426	Isolated	Ia	Ia	Methylobacter_marinus_A45	Ia_Methylobacter_marinus_A45	Methylobacter_marinus_A45	pmoA1	pmo/amo	pmoA	744	0.450268817	13.05856833	0.443548387	11.27982646	0.505141788	1.973969631	0.480862779	22.42950108	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3		0.360890604	84.40347072	0.850459586
2517431817	Isolated	Ia	Ia	Methylobacter_marinus_A45	Ia_Methylobacter_marinus_A45	Methylobacter_marinus_A45	pxmA	pxm	pxmA	753	0.535192563	52.79826464	0.689243028	72.34273319	0.670076556	43.0802603	0.480265976	21.86550976	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3		0.325787782	34.7505423	0.767737756
2517430425	Isolated	Ia	Ia	Methylobacter_marinus_A45	Ia_Methylobacter_marinus_A45	Methylobacter_marinus_A45	pmoB1	pmo/amo	pmoB	1245	0.434538153	9.327548807	0.344578313	2.754880694	0.494108257	1.409978308	0.550481065	91.47505423	K10945	methane/ammonia monooxygenase subunit B			0.37804151	96.55097614	0.890876688
2517431818	Isolated	Ia	Ia	Methylobacter_marinus_A45	Ia_Methylobacter_marinus_A45	Methylobacter_marinus_A45	pxmB	pxm	pxmB	1239	0.530266344	49.82646421	0.634382567	54.85900217	0.674922249	45.70498915	0.50900645	53.90455531	K10945	methane/ammonia monooxygenase subunit B			0.347822575	66.89804772	0.819664022
2517430095	Isolated	Ia	Ia	Methylobacter_marinus_A45	Ia_Methylobacter_marinus_A45	Methylobacter_marinus_A45	xoxF	xox	xoxF	1854	0.49622438	30.78091106	0.504854369	20.34707158	0.607483717	18.80694143	0.531580605	78.98047722	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7		0.364298124	87.80911063	0.858489605
2517430322	Isolated	Ia	Ia	Methylobacter_marinus_A45	Ia_Methylobacter_marinus_A45	Methylobacter_marinus_A45	mxaF	mxa	mxaF	1812	0.566777042	72.12581345	0.735099338	84.90238612	0.767070817	88.67678959	0.53762418	84.14316703	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7		0.370668617	92.68980477	0.873502041
2517430319	Isolated	Ia	Ia	Methylobacter_marinus_A45	Ia_Methylobacter_marinus_A45	Methylobacter_marinus_A45	mxaI	mxa	mxaI	285	0.484210526	24.81561822	0.557894737	32.34273319	0.723326846	69.45770065	0.54200844	86.98481562	K14029	methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]	EC:1.1.2.7		0.363050628	86.65943601	0.855549809
2517431153	Isolated	Ia	Ia	Methylobacter_marinus_A45	Ia_Methylobacter_marinus_A45	Methylobacter_marinus_A45	hao	hao	hao	1668	0.571942446	74.94577007	0.724820144	82.0824295	0.779131039	93.12364425	0.520694095	68.63340564	K10535	hydroxylamine dehydrogenase [EC:1.7.2.6]	EC:1.7.2.6		0.360394223	83.77440347	0.849289837
2582535554	Isolated	Ia	Ia	Methylobacter_sp._BBA5.1	Ia_Methylobacter_sp._BBA5.1	Methylobacter_sp._BBA5.1	pmoB1	pmo/amo	pmoB	1245	0.434538153	9.754521964	0.344578313	2.8208441	0.502787326	1.033591731	0.556766959	90.43927649	K10945	methane/ammonia monooxygenase subunit B			0.504807474	92.48492679	0.878916792
2582535555	Isolated	Ia	Ia	Methylobacter_sp._BBA5.1	Ia_Methylobacter_sp._BBA5.1	Methylobacter_sp._BBA5.1	pmoA1	pmo/amo	pmoA	744	0.448924731	13.7166236	0.439516129	10.91731266	0.510522706	1.42118863	0.489759575	20.21963824	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3		0.490490653	82.21360896	0.853989873
2582535556	Isolated	Ia	Ia	Methylobacter_sp._BBA5.1	Ia_Methylobacter_sp._BBA5.1	Methylobacter_sp._BBA5.1	pmoC1	pmo/amo	pmoC	753	0.415670651	6.180017227	0.378486056	4.608096469	0.544220645	4.02670112	0.523996414	60.72351421	K10946	methane/ammonia monooxygenase subunit C			0.490719634	82.36434109	0.854388552
2582536128	Isolated	Ia	Ia	Methylobacter_sp._BBA5.1	Ia_Methylobacter_sp._BBA5.1	Methylobacter_sp._BBA5.1	xoxF	xox	xoxF	1854	0.495145631	32.12747631	0.503236246	21.25322997	0.614961241	20.77950043	0.542107348	80.23255814	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7		0.513784273	96.33936262	0.894546234
2582537282	Isolated	Ia	Ia	Methylobacter_sp._BBA5.1	Ia_Methylobacter_sp._BBA5.1	Methylobacter_sp._BBA5.1	hao	hao	hao	1668	0.561151079	70.45650301	0.697841727	76.74418605	0.768798245	90.59000861	0.537673823	76.48578811	K10535	hydroxylamine dehydrogenase [EC:1.7.2.6]	EC:1.7.2.6		0.515084954	96.59776055	0.896810842
2582538519	Isolated	Ia	Ia	Methylobacter_sp._BBA5.1	Ia_Methylobacter_sp._BBA5.1	Methylobacter_sp._BBA5.1	mxaF	mxa	mxaF	1812	0.568432671	74.78466839	0.740066225	87.03703704	0.765871414	89.16881998	0.547841409	85.16365202	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7		0.521684007	97.99741602	0.908300406
2582538522	Isolated	Ia	Ia	Methylobacter_sp._BBA5.1	Ia_Methylobacter_sp._BBA5.1	Methylobacter_sp._BBA5.1	mxaI	mxa	mxaI	285	0.480701754	24.93540052	0.547368421	31.86907838	0.703003246	60.80964686	0.551920007	87.70456503	K14029	methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]	EC:1.1.2.7		0.507978995	94.14298019	0.884438705
2582539084	Isolated	Ia	Ia	Methylobacter_sp._BBA5.1	Ia_Methylobacter_sp._BBA5.1	Methylobacter_sp._BBA5.1	pxmA	pxm	pxmA	753	0.535192563	55.62015504	0.689243028	74.18173988	0.670175274	44.46597761	0.489048428	19.63824289	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3		0.443401225	30.87855297	0.772002797
2582539085	Isolated	Ia	Ia	Methylobacter_sp._BBA5.1	Ia_Methylobacter_sp._BBA5.1	Methylobacter_sp._BBA5.1	pxmB	pxm	pxmB	1239	0.529459241	52.23944875	0.629539952	56.5245478	0.667128318	43.02325581	0.520643488	56.58914729	K10945	methane/ammonia monooxygenase subunit B			0.480556834	71.98535745	0.836694171
2582539086	Isolated	Ia	Ia	Methylobacter_sp._BBA5.1	Ia_Methylobacter_sp._BBA5.1	Methylobacter_sp._BBA5.1	pxmC	pxm	pxmC	774	0.485788114	27.15331611	0.581395349	41.21447028	0.675767431	47.00689061	0.534078132	72.76055125	K10946	methane/ammonia monooxygenase subunit C			0.486936289	78.63910422	0.847801395
2574196573	Isolated	Ia	Ia	Methylobacter_tundripaludum_31-32	Ia_Methylobacter_tundripaludum_31-32	Methylobacter_tundripaludum_31-32	pmoC1	pmo/amo	pmoC	753	0.410358566	9.273934461	0.35059761	5.847076462	0.655764982	10.75176697	0.506744189	62.304562	K10946	methane/ammonia monooxygenase subunit C			0.328073238	88.96980081	0.790336924
2574196574	Isolated	Ia	Ia	Methylobacter_tundripaludum_31-32	Ia_Methylobacter_tundripaludum_31-32	Methylobacter_tundripaludum_31-32	pmoA1	pmo/amo	pmoA	744	0.446236559	22.18890555	0.423387097	15.95630756	0.588196636	0.6853716	0.46553514	20.58256586	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3		0.319892022	80.72392375	0.770628161
2574196575	Isolated	Ia	Ia	Methylobacter_tundripaludum_31-32	Ia_Methylobacter_tundripaludum_31-32	Methylobacter_tundripaludum_31-32	pmoB1	pmo/amo	pmoB	1245	0.419277108	11.50139216	0.306024096	2.31312915	0.626173212	3.362604412	0.510283319	65.94559863	K10945	methane/ammonia monooxygenase subunit B			0.320224823	81.08802741	0.771429887
2574197655	Isolated	Ia	Ia	Methylobacter_tundripaludum_31-32	Ia_Methylobacter_tundripaludum_31-32	Methylobacter_tundripaludum_31-32	xoxF	xox	xoxF	1857	0.475498115	38.0381238	0.450726979	22.16748768	0.680145212	19.27607625	0.500260496	54.97965303	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7		0.323260596	84.38637824	0.778743144
2574197879	Isolated	Ia	Ia	Methylobacter_tundripaludum_31-32	Ia_Methylobacter_tundripaludum_31-32	Methylobacter_tundripaludum_31-32	mxaI	mxa	mxaI	285	0.463157895	31.09873635	0.536842105	49.06832298	0.796856361	97.21567788	0.503433318	58.53501821	K14029	methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]	EC:1.1.2.7		0.316557664	76.59027629	0.762595606
2574197882	Isolated	Ia	Ia	Methylobacter_tundripaludum_31-32	Ia_Methylobacter_tundripaludum_31-32	Methylobacter_tundripaludum_31-32	mxaF	mxa	mxaF	1815	0.543801653	85.84279289	0.662809917	92.50374813	0.791168975	95.82351681	0.522672634	77.96101949	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7		0.337060832	94.6883701	0.811988268
2574198355	Isolated	Ia	Ia	Methylobacter_tundripaludum_31-32	Ia_Methylobacter_tundripaludum_31-32	Methylobacter_tundripaludum_31-32	pxmC	pxm	pxmC	774	0.481912145	42.15035339	0.554263566	56.24330692	0.726787284	48.66138359	0.479805085	32.94067252	K10946	methane/ammonia monooxygenase subunit C			0.3109668	67.63760977	0.749127071
2574198356	Isolated	Ia	Ia	Methylobacter_tundripaludum_31-32	Ia_Methylobacter_tundripaludum_31-32	Methylobacter_tundripaludum_31-32	pxmB	pxm	pxmB	1239	0.510895884	63.95373742	0.617433414	81.77339901	0.741774948	62.09038338	0.471482494	25.1874063	K10945	methane/ammonia monooxygenase subunit B			0.30111558	49.81794817	0.725395227
2574198357	Isolated	Ia	Ia	Methylobacter_tundripaludum_31-32	Ia_Methylobacter_tundripaludum_31-32	Methylobacter_tundripaludum_31-32	pxmA	pxm	pxmA	753	0.519256308	70.7003641	0.665338645	93.03919469	0.736120122	57.20711073	0.471666662	25.33733133	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3		0.313026231	70.85028914	0.754088293
NZ_JH109152.1_cds_WP_006890228.1_992	Isolated	Ia	Ia	Methylobacter_tundripaludum_SV96	Ia_Methylobacter_tundripaludum_SV96	Methylobacter_tundripaludum_SV96	pxmC	pxm	pxmC	774	0.487080103	44.91587418	0.573643411	64.03316264	0.748411393	71.00707145	0.499642258	42.16044867	K10946	pmoC-amoC; methane/ammonia monooxygenase subunit C			0.220719378	68.61741039	0.700857397
NZ_JH109152.1_cds_WP_006891796.1_2316	Isolated	Ia	Ia	Methylobacter_tundripaludum_SV96	Ia_Methylobacter_tundripaludum_SV96	Methylobacter_tundripaludum_SV96	pmoC1	pmo/amo	pmoC	753	0.410358566	7.754206291	0.358565737	5.730309681	0.644321393	7.705437698	0.515814312	59.03438186	K10946	pmoC-amoC; methane/ammonia monooxygenase subunit C			0.224258142	76.00585223	0.712094149
NZ_JH109152.1_cds_WP_006890226.1_990	Isolated	Ia	Ia	Methylobacter_tundripaludum_SV96	Ia_Methylobacter_tundripaludum_SV96	Methylobacter_tundripaludum_SV96	pxmA	pxm	pxmA	753	0.525896414	75.98146793	0.673306773	94.51353328	0.737736572	61.49719581	0.46224876	11.38746647	K10944	pmoA-amoA; methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]			0.21737287	61.10704706	0.690231123
NZ_JH109152.1_cds_WP_006891797.1_2317	Isolated	Ia	Ia	Methylobacter_tundripaludum_SV96	Ia_Methylobacter_tundripaludum_SV96	Methylobacter_tundripaludum_SV96	pmoA1	pmo/amo	pmoA	744	0.439516129	16.60570593	0.407258065	11.26554499	0.5804546	0.316995855	0.474585695	18.77590832	K10944	pmoA-amoA; methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]			0.22995304	85.63764935	0.730177343
NZ_JH109152.1_cds_WP_006890227.1_991	Isolated	Ia	Ia	Methylobacter_tundripaludum_SV96	Ia_Methylobacter_tundripaludum_SV96	Methylobacter_tundripaludum_SV96	pxmB	pxm	pxmB	1242	0.514492754	67.20312119	0.620772947	82.4920751	0.741598413	64.88661302	0.477924115	20.87295782	K10945	pmoB-amoB; methane/ammonia monooxygenase subunit B			0.209054807	41.282614	0.663818509
NZ_JH109152.1_cds_WP_006891798.1_2318	Isolated	Ia	Ia	Methylobacter_tundripaludum_SV96	Ia_Methylobacter_tundripaludum_SV96	Methylobacter_tundripaludum_SV96	pmoB1	pmo/amo	pmoB	1245	0.420883534	10.11948305	0.310843373	2.462813948	0.610558258	1.731285052	0.528612406	73.12850524	K10945	pmoB-amoB; methane/ammonia monooxygenase subunit B			0.224900092	77.27383565	0.714132555
NZ_JH109154.1_cds_WP_006894135.1_309	Isolated	Ia	Ia	Methylobacter_tundripaludum_SV96	Ia_Methylobacter_tundripaludum_SV96	Methylobacter_tundripaludum_SV96	mxaF	mxa	mxaF	1815	0.540495868	84.46720312	0.661157025	92.70909534	0.790423314	95.97659108	0.534212751	77.83467447	K14028	mdh1; methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]			0.249777548	98.56132651	0.793126746
NZ_JH109154.1_cds_WP_006894138.1_312	Isolated	Ia	Ia	Methylobacter_tundripaludum_SV96	Ia_Methylobacter_tundripaludum_SV96	Methylobacter_tundripaludum_SV96	mxaI	mxa	mxaI	285	0.473684211	35.13777128	0.557894737	56.18141917	0.791542332	96.43989271	0.5122459	54.93782004	K14029	mdh2; methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]			0.209510219	43.03828335	0.665264592
2585412029	Isolated	Ia	Ia	Methylobacter_whittenburyi_ACM_3310	Ia_Methylobacter_whittenburyi_ACM_3310	Methylobacter_whittenburyi_ACM_3310	pxmC	pxm	pxmC	774	0.484496124	29.75860704	0.581395349	44.2223981	0.690116599	53.36367234	0.518941783	67.21408785	K10946	methane/ammonia monooxygenase subunit C		"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."	0.221096061	62.86110012	0.761084664
2585414343	Isolated	Ia	Ia	Methylobacter_whittenburyi_ACM_3310	Ia_Methylobacter_whittenburyi_ACM_3310	Methylobacter_whittenburyi_ACM_3310	pmoC1	pmo/amo	pmoC	753	0.413014608	6.806489909	0.38247012	6.272259596	0.56108349	6.529481599	0.498904442	42.69885239	K10946	methane/ammonia monooxygenase subunit C		"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."	0.224746099	70.67669173	0.773649281
2585412027	Isolated	Ia	Ia	Methylobacter_whittenburyi_ACM_3310	Ia_Methylobacter_whittenburyi_ACM_3310	Methylobacter_whittenburyi_ACM_3310	pxmA	pxm	pxmA	753	0.535192563	57.10328453	0.689243028	75.48476454	0.676065733	46.33953304	0.480146951	21.6066482	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3	"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."	0.209848179	39.29560744	0.72236579
2585414344	Isolated	Ia	Ia	Methylobacter_whittenburyi_ACM_3310	Ia_Methylobacter_whittenburyi_ACM_3310	Methylobacter_whittenburyi_ACM_3310	pmoA1	pmo/amo	pmoA	744	0.444892473	14.62208152	0.419354839	10.76375148	0.526539051	2.176493866	0.477722432	19.48951326	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3	"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."	0.238766698	91.80846854	0.821912752
2585412028	Isolated	Ia	Ia	Methylobacter_whittenburyi_ACM_3310	Ia_Methylobacter_whittenburyi_ACM_3310	Methylobacter_whittenburyi_ACM_3310	pxmB	pxm	pxmB	1239	0.527845036	52.94815987	0.624697337	57.12307083	0.68102668	48.9908983	0.509130068	54.90700435	K10945	methane/ammonia monooxygenase subunit B		"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."	0.223506964	67.96596755	0.769383777
2585414345	Isolated	Ia	Ia	Methylobacter_whittenburyi_ACM_3310	Ia_Methylobacter_whittenburyi_ACM_3310	Methylobacter_whittenburyi_ACM_3310	pmoB1	pmo/amo	pmoB	1245	0.431325301	10.78353779	0.334939759	2.592006332	0.518841726	1.681836169	0.553050773	92.59992085	K10945	methane/ammonia monooxygenase subunit B		"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."	0.244312769	95.88444796	0.841004134
2585414428	Isolated	Ia	Ia	Methylobacter_whittenburyi_ACM_3310	Ia_Methylobacter_whittenburyi_ACM_3310	Methylobacter_whittenburyi_ACM_3310	mxaF	mxa	mxaF	1812	0.566777042	74.871389	0.735099338	86.6838148	0.768435574	89.59240206	0.536622806	83.69608231	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7	"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."	0.246359328	96.49782351	0.848049059
2585414654	Isolated	Ia	Ia	Methylobacter_whittenburyi_ACM_3310	Ia_Methylobacter_whittenburyi_ACM_3310	Methylobacter_whittenburyi_ACM_3310	xoxF	xox	xoxF	1854	0.496763754	35.6747131	0.508090615	25.97942224	0.626602369	25.46497824	0.53357147	81.28215275	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7	"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."	0.237906698	90.85872576	0.81895235
2585414431	Isolated	Ia	Ia	Methylobacter_whittenburyi_ACM_3310	Ia_Methylobacter_whittenburyi_ACM_3310	Methylobacter_whittenburyi_ACM_3310	mxaI	mxa	mxaI	285	0.484210526	29.56074397	0.557894737	38.1875742	0.730925807	73.50613376	0.543002944	87.81163435	K14029	methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]	EC:1.1.2.7	"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."	0.223902639	68.8563514	0.770745819
2585413594	Isolated	Ia	Ia	Methylobacter_whittenburyi_ACM_3310	Ia_Methylobacter_whittenburyi_ACM_3310	Methylobacter_whittenburyi_ACM_3310	hao	hao	hao	1668	0.570143885	76.47407994	0.724820144	84.38860309	0.784712947	94.53897903	0.517003133	64.70122675	K10535	hydroxylamine dehydrogenase [EC:1.7.2.6]	EC:1.7.2.6		0.229365171	79.38266719	0.789549632
